year,iso_j,iso_i,X_ij_G,X_ij_H,X_ij_L,Y_G_i,Y_H_i,Y_L_i,Y_G_j,Y_H_j,Y_L_j,X_ji_G,X_ji_H,X_ji_L,gdp_lcu_i,gdp_lcu_j,rgrowth_i,rgrowth_j,employmentH_i,employmentL_i,NH_hat_i,NL_hat_i,employmentH_j,employmentL_j,NH_hat_j,NL_hat_j,pair,alpha_rank,country_i,er_i,country_j,er_j,ppi_G_i,ppi_H_i,ppi_L_i,ppi_G_j,ppi_H_j,ppi_L_j,M_i_G,M_i_H,M_i_L,M_j_G,M_j_H,M_j_L,X_i_G,X_i_H,X_i_L,X_j_G,X_j_H,X_j_L,Y_G_usd_i,Y_H_usd_i,Y_L_usd_i,Y_G_usd_j,Y_H_usd_j,Y_L_usd_j,X_ii_G,X_ii_H,X_ii_L,X_jj_G,X_jj_H,X_jj_L,worldppi,gdp_usd_world,va_usd_i,va_usd_j,va_usd_world,gdp_usd_i,gdp_usd_j,hr_G,ln_hr_G,hr_H,ln_hr_H,hr_L,ln_hr_L,betaNHG_i,betaNLG_i,betaNHH_i,betaNLH_i,betaNHL_i,betaNLL_i,betaKG_i,betaKH_i,betaKL_i,betaIGG_i,betaIGH_i,betaIGL_i,betaIHG_i,betaIHH_i,betaIHL_i,betaILG_i,betaILH_i,betaILL_i,betaNHG_j,betaNLG_j,betaNHH_j,betaNLH_j,betaNHL_j,betaNLL_j,betaKG_j,betaKH_j,betaKL_j,betaIGG_j,betaIGH_j,betaIGL_j,betaIHG_j,betaIHH_j,betaIHL_j,betaILG_j,betaILH_j,betaILL_j,io_year_i,io_year_j,date,betaNHG_world,betaNHH_world,betaNHL_world,betaNLG_world,betaNLH_world,betaNLL_world,betaKG_world,betaKH_world,betaKL_world,betaIGG_world,betaIGH_world,betaIGL_world,betaIHG_world,betaIHH_world,betaIHL_world,betaILG_world,betaILH_world,betaILL_world,C_G_j,I_G_j,C_H_j,I_H_j,C_L_j,I_L_j,code_i,code_j
1995,JPN,JPN,0,0,0,4.14E+08,1.48E+08,3.62E+08,4.14E+08,1.48E+08,3.62E+08,0,0,0,9.23E+08,9.23E+08,0,0,56182659,10675091,1,1,56182659,10675091,1,1,JPNJPN,3,japan,0.0106963,japan,0.0106963,100,100,100,100,100,100,309316.39,15704.824,36427.813,309316.39,15704.824,36427.813,400738.18,9866.1988,73357.646,400738.18,9866.1988,73357.646,4423992.6,1580717.3,3866692.3,4423992.6,1580717.3,3866692.3,4023254.4,1570851.1,3793334.6,4023254.4,1570851.1,3793334.6,100,55182309,5239622.3,5239622.3,28492990,9871402.1,9871402.1,0,0,0,0,0,0,0.17814655,0.03384907,0.35936066,0.06828099,0.24570846,0.04668629,0.17657232,0.21639243,0.35481602,0.00438138,0.00056102,0.00157265,0.00091101,0.00134023,0.00155302,0.00112757,0.00095941,0.00168124,0.17814655,0.03384907,0.35936066,0.06828099,0.24570846,0.04668629,0.17657232,0.21639243,0.35481602,0.00438138,0.00056102,0.00157265,0.00091101,0.00134023,0.00155302,0.00112757,0.00095941,0.00168124,1995,1995,140,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,689718.89,1288466.6,733981.85,75648.921,2207746.7,134295.04,6,6
1996,JPN,JPN,0,0,0,4.20E+08,1.53E+08,3.68E+08,4.20E+08,1.53E+08,3.68E+08,0,0,0,9.41E+08,9.41E+08,-0.12340533,-0.12340533,56860480,10046246,1.0120646,0.94109232,56860480,10046246,1.0120646,0.94109232,JPNJPN,3,japan,0.00919903,japan,0.00919903,99.867806,100.47563,99.411864,99.867806,100.47563,99.411864,312483.27,21558.936,44216.083,312483.27,21558.936,44216.083,362858.94,13273.665,79824.967,362858.94,13273.665,79824.967,3863153.7,1407136.6,3382928.1,3863153.7,1407136.6,3382928.1,3500294.8,1393862.9,3303103.1,3500294.8,1393862.9,3303103.1,108.05823,56556389,4607107.9,4607107.9,29146973,8653218.4,8653218.4,0,0,0,0,0,0,0.17653257,0.0311902,0.35191769,0.06217766,0.24393523,0.04309906,0.18062592,0.23297513,0.36220822,0.00380618,0.00047358,0.00132076,0.00079939,0.00114985,0.0012941,0.00100925,0.00082283,0.00138871,0.17653257,0.0311902,0.35191769,0.06217766,0.24393523,0.04309906,0.18062592,0.23297513,0.36220822,0.00380618,0.00047358,0.00132076,0.00079939,0.00114985,0.0012941,0.00100925,0.00082283,0.00138871,1996,1996,141,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,586289.23,1134643.2,659261.28,78798.266,1960181.1,123831.57,6,6
1997,JPN,JPN,0,0,0,4.31E+08,1.58E+08,3.77E+08,4.31E+08,1.58E+08,3.77E+08,0,0,0,9.65E+08,9.65E+08,-0.07677262,-0.07677262,57948495,9425181.7,1.0191348,0.93817949,57948495,9425181.7,1.0191348,0.93817949,JPNJPN,3,japan,0.0082772,japan,0.0082772,101.063,101.45116,100.47997,101.063,101.45116,100.47997,301119.85,20951.258,42222.443,301119.85,20951.258,42222.443,368683.84,12056.397,83549.199,368683.84,12056.397,83549.199,3565986.2,1305853.2,3117048.7,3565986.2,1305853.2,3117048.7,3197302.4,1293796.8,3033499.5,3197302.4,1293796.8,3033499.5,144.82972,56598550,4227253.7,4227253.7,29078015,7988888.2,7988888.2,0,0,0,0,0,0,0.1761594,0.0286519,0.35568631,0.05785151,0.24396398,0.03968015,0.17627631,0.23257306,0.36587236,0.00343225,0.0004501,0.00121243,0.00069289,0.00105392,0.00117909,0.00088556,0.00073869,0.00127082,0.1761594,0.0286519,0.35568631,0.05785151,0.24396398,0.03968015,0.17627631,0.23257306,0.36587236,0.00343225,0.0004501,0.00121243,0.00069289,0.00105392,0.00117909,0.00088556,0.00073869,0.00127082,1997,1997,142,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,544304.27,1032637.1,610147.64,66236.667,1782525.3,106268.75,6,6
1998,JPN,JPN,0,0,0,4.03E+08,1.59E+08,3.74E+08,4.03E+08,1.59E+08,3.74E+08,0,0,0,9.36E+08,9.36E+08,-0.10137005,-0.10137005,58124571,8455059.3,1.0030385,0.89707123,58124571,8455059.3,1.0030385,0.89707123,JPNJPN,3,japan,0.00767368,japan,0.00767368,99.780312,100.79186,99.985141,99.780312,100.79186,99.985141,248906.67,18904.771,37976.48,248906.67,18904.771,37976.48,342191.12,10760.138,69289.817,342191.12,10760.138,69289.817,3093288.1,1218547.2,2867218.8,3093288.1,1218547.2,2867218.8,2751097,1207787.1,2797929,2751097,1207787.1,2797929,164.85696,56060688,3848023,3848023,28868950,7179054.2,7179054.2,0,0,0,0,0,0,0.18309823,0.02663428,0.36490938,0.05308135,0.2468068,0.03590162,0.17953502,0.225985,0.36572189,0.00309483,0.00042985,0.00113893,0.00062534,0.00099955,0.00110437,0.00081092,0.00070127,0.001181,0.18309823,0.02663428,0.36490938,0.05308135,0.2468068,0.03590162,0.17953502,0.225985,0.36572189,0.00309483,0.00042985,0.00113893,0.00062534,0.00099955,0.00110437,0.00081092,0.00070127,0.001181,1998,1998,143,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,490229.21,859939.58,568945.41,63720.609,1671304.1,88851.98,6,6
1999,JPN,JPN,0,0,0,3.85E+08,1.61E+08,3.74E+08,3.85E+08,1.61E+08,3.74E+08,0,0,0,9.20E+08,9.20E+08,0.1246782,0.1246782,57794741,7868856.6,0.99432547,0.93066841,57794741,7868856.6,0.99432547,0.93066841,JPNJPN,3,japan,0.00877599,japan,0.00877599,97.781484,100.64015,98.807136,97.781484,100.64015,98.807136,276831.19,17920.859,38225.65,276831.19,17920.859,38225.65,366559.47,10298.389,72182.108,366559.47,10298.389,72182.108,3378651.5,1409740.6,3285733.6,3378651.5,1409740.6,3285733.6,3012092.1,1399442.2,3213551.5,3012092.1,1399442.2,3213551.5,177.25682,58306396,4353164.3,4353164.3,29949424,8074125.7,8074125.7,0,0,0,0,0,0,0.18741228,0.02551651,0.36488192,0.04967932,0.2417059,0.03290869,0.18136432,0.23054781,0.36802694,0.00351752,0.00048262,0.00129151,0.00072563,0.00113162,0.00125426,0.00092652,0.00082798,0.00137665,0.18741228,0.02551651,0.36488192,0.04967932,0.2417059,0.03290869,0.18136432,0.23054781,0.36802694,0.00351752,0.00048262,0.00129151,0.00072563,0.00113162,0.00125426,0.00092652,0.00082798,0.00137665,1999,1999,144,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,561539.32,909730.94,665738.37,74047.726,1940130.5,97532.111,6,6
2000,JPN,JPN,0,0,0,3.93E+08,1.65E+08,3.79E+08,3.93E+08,1.65E+08,3.79E+08,0,0,0,9.36E+08,9.36E+08,0.07623104,0.07623104,58308482,6944098.3,1.0088891,0.88247869,58308482,6944098.3,1.0088891,0.88247869,JPNJPN,3,japan,0.00928167,japan,0.00928167,97.927472,99.911875,98.380752,97.927472,99.911875,98.380752,336724.97,18074.664,39055.623,336724.97,18074.664,39055.623,411853.86,13225.352,87695.46,411853.86,13225.352,87695.46,3643498,1529482.4,3516644.3,3643498,1529482.4,3516644.3,3231644.1,1516257.1,3428948.8,3231644.1,1516257.1,3428948.8,191.70362,60817362,4637061.8,4637061.8,30886319,8689624.7,8689624.7,0,0,0,0,0,0,0.18632023,0.02218933,0.35992069,0.04286383,0.24906581,0.02966185,0.17695973,0.2392501,0.36126443,0.00382513,0.00053046,0.00131853,0.00075651,0.00125367,0.00130903,0.00099351,0.00090191,0.0014399,0.18632023,0.02218933,0.35992069,0.04286383,0.24906581,0.02966185,0.17695973,0.2392501,0.36126443,0.00382513,0.00053046,0.00131853,0.00075651,0.00125367,0.00130903,0.00099351,0.00090191,0.0014399,2000,2000,145,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,578324.39,987414.56,690195.72,87601.144,2082387.2,106772.44,6,6
2001,JPN,JPN,0,0,0,3.76E+08,1.69E+08,3.80E+08,3.76E+08,1.69E+08,3.80E+08,0,0,0,9.24E+08,9.24E+08,-0.12411349,-0.12411349,58507751,6251828.5,1.0034175,0.90030817,58507751,6251828.5,1.0034175,0.90030817,JPNJPN,3,japan,0.00823583,japan,0.00823583,97.388982,99.106963,97.655005,97.388982,99.106963,97.655005,307973.46,17068.039,39109.409,307973.46,17068.039,39109.409,352251.69,9970.4789,70929.862,352251.69,9970.4789,70929.862,3092228,1387783.8,3131113.2,3092228,1387783.8,3131113.2,2739976.3,1377813.3,3060183.4,2739976.3,1377813.3,3060183.4,213.56081,60202726,4048376.4,4048376.4,30695233,7611125,7611125,0,0,0,0,0,0,0.18953706,0.02025293,0.36190245,0.03867098,0.24939854,0.02664941,0.16731725,0.23987776,0.36061605,0.00338195,0.00050232,0.00122042,0.00066585,0.00115185,0.00114056,0.00087353,0.00082119,0.00129248,0.18953706,0.02025293,0.36190245,0.03867098,0.24939854,0.02664941,0.16731725,0.23987776,0.36061605,0.00338195,0.00050232,0.00122042,0.00066585,0.00115185,0.00114056,0.00087353,0.00082119,0.00129248,2001,2001,146,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,502292.73,831569.54,618567.31,81417.132,1859944.5,97559.267,6,6
2002,JPN,JPN,0,0,0,3.60E+08,1.70E+08,3.78E+08,3.60E+08,1.70E+08,3.78E+08,0,0,0,9.08E+08,9.08E+08,-0.04659682,-0.04659682,57931470,5816104.8,0.99015034,0.9303046,57931470,5816104.8,0.99015034,0.9303046,JPNJPN,3,japan,0.00798917,japan,0.00798917,96.294659,97.359447,96.450278,96.294659,97.359447,96.450278,296666.16,17697.019,38740.699,296666.16,17697.019,38740.699,363325.96,10014.892,72733.68,363325.96,10014.892,72733.68,2879596.3,1355151.4,3021723.1,2879596.3,1355151.4,3021723.1,2516270.3,1345136.5,2948989.4,2516270.3,1345136.5,2948989.4,234.20142,62263779,3886434.3,3886434.3,31978701,7256470.8,7256470.8,0,0,0,0,0,0,0.18986485,0.01906173,0.35873218,0.03601538,0.24665235,0.02476298,0.17097211,0.24455911,0.36600976,0.00326221,0.00049298,0.00117435,0.00064319,0.00114162,0.00109384,0.00084526,0.00079746,0.00124895,0.18986485,0.01906173,0.35873218,0.03601538,0.24665235,0.02476298,0.17097211,0.24455911,0.36600976,0.00326221,0.00049298,0.00117435,0.00064319,0.00114162,0.00109384,0.00084526,0.00079746,0.00124895,2002,2002,147,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,474866.71,733443,612490.9,77387.674,1815986.1,90534.741,6,6
2003,JPN,JPN,0,0,0,3.62E+08,1.69E+08,3.77E+08,3.62E+08,1.69E+08,3.77E+08,0,0,0,9.08E+08,9.08E+08,0.08097361,0.08097361,58462359,5074208.6,1.0091641,0.87244105,58462359,5074208.6,1.0091641,0.87244105,JPNJPN,3,japan,0.00864083,japan,0.00864083,96.203935,95.569158,95.710147,96.203935,95.569158,95.710147,339860.66,17281.899,36533.673,339860.66,17281.899,36533.673,403025.91,12572.598,93145.434,403025.91,12572.598,93145.434,3124410.3,1462651.5,3256991.6,3124410.3,1462651.5,3256991.6,2721384.4,1450078.9,3163846.2,2721384.4,1450078.9,3163846.2,258.54699,70209292,4199314.5,4199314.5,35758543,7844053.4,7844053.4,0,0,0,0,0,0,0.18636645,0.01617557,0.36398893,0.03159222,0.2490321,0.02161461,0.17579166,0.24776265,0.36683024,0.00359133,0.00052527,0.00122635,0.00070531,0.00121852,0.00115451,0.00093255,0.00085372,0.00134022,0.18636645,0.01617557,0.36398893,0.03159222,0.2490321,0.02161461,0.17579166,0.24776265,0.36683024,0.00359133,0.00052527,0.00122635,0.00070531,0.00121852,0.00115451,0.00093255,0.00085372,0.00134022,2003,2003,148,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,508643.59,783129.12,667356.71,82021.111,1958640.9,97710.653,6,6
2004,JPN,JPN,0,0,0,3.76E+08,1.70E+08,3.81E+08,3.76E+08,1.70E+08,3.81E+08,0,0,0,9.26E+08,9.26E+08,0.09223786,0.09223786,58684157,4992396.8,1.0037939,0.98387694,58684157,4992396.8,1.0037939,0.98387694,JPNJPN,3,japan,0.00924833,japan,0.00924833,98.497855,94.7705,95.899154,98.497855,94.7705,95.899154,404587.46,19045.862,44086.66,404587.46,19045.862,44086.66,484411.36,14641.054,114095.82,484411.36,14641.054,114095.82,3477878.2,1568122.3,3521571.7,3477878.2,1568122.3,3521571.7,2993466.8,1553481.2,3407475.9,2993466.8,1553481.2,3407475.9,282.05166,79623724,4554544.7,4554544.7,40119767,8567572.2,8567572.2,0,0,0,0,0,0,0.17906956,0.01523386,0.36259092,0.03084645,0.25639356,0.02181199,0.17844538,0.24841408,0.36118744,0.00394956,0.00054954,0.00126884,0.00075268,0.00132046,0.00123521,0.0010221,0.0008832,0.00142269,0.17906956,0.01523386,0.36259092,0.03084645,0.25639356,0.02181199,0.17844538,0.24841408,0.36118744,0.00394956,0.00054954,0.00126884,0.00075268,0.00132046,0.00123521,0.0010221,0.0008832,0.00142269,2004,2004,149,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,539412.25,856573.68,720354.78,85317.165,2109194.3,114046.39,6,6
2005,JPN,JPN,0,0,0,3.90E+08,1.75E+08,3.85E+08,3.90E+08,1.75E+08,3.85E+08,0,0,0,9.50E+08,9.50E+08,0.00751236,0.00751236,58993362,4923189.1,1.005269,0.98613739,58993362,4923189.1,1.005269,0.98613739,JPNJPN,3,japan,0.00909083,japan,0.00909083,102.31594,93.909804,96.140818,102.31594,93.909804,96.140818,466652.72,15226.37,48854.005,466652.72,15226.37,48854.005,519292.27,13356.057,121038.26,519292.27,13356.057,121038.26,3544932.3,1588737.3,3498265.2,3544932.3,1588737.3,3498265.2,3025640,1575381.3,3377227,3025640,1575381.3,3377227,302.66475,87525634,4528208.9,4528208.9,43347211,8631934.9,8631934.9,0,0,0,0,0,0,0.17114235,0.01428239,0.360584,0.03009191,0.25652368,0.02140774,0.17648895,0.25125769,0.35820832,0.00400581,0.00053193,0.00122501,0.00074737,0.00131168,0.00119188,0.00103721,0.00087537,0.00138707,0.17114235,0.01428239,0.360584,0.03009191,0.25652368,0.02140774,0.17648895,0.25125769,0.35820832,0.00400581,0.00053193,0.00122501,0.00074737,0.00131168,0.00119188,0.00103721,0.00087537,0.00138707,2005,2005,150,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,539950.18,860552.04,727057.18,90040.024,2088455.3,117879.84,6,6
2006,JPN,JPN,0,0,0,4.08E+08,1.78E+08,3.88E+08,4.08E+08,1.78E+08,3.88E+08,0,0,0,9.74E+08,9.74E+08,-0.0295525,-0.0295525,59341024,4856413.7,1.0058933,0.98643655,59341024,4856413.7,1.0058933,0.98643655,JPNJPN,3,japan,0.00860077,japan,0.00860077,106.32974,93.696357,96.873909,106.32974,93.696357,96.873909,514333.52,23709.369,53268.759,514333.52,23709.369,53268.759,557681.2,17936.102,127486.99,557681.2,17936.102,127486.99,3510610.2,1531756,3334473.4,3510610.2,1531756,3334473.4,2952929,1513819.9,3206986.4,2952929,1513819.9,3206986.4,328.74921,95929115,4309123,4309123,46869213,8376839.6,8376839.6,0,0,0,0,0,0,0.16374362,0.01340062,0.36940086,0.03023142,0.26268201,0.02149765,0.16762478,0.24313679,0.34986588,0.00392615,0.00051453,0.00115201,0.0007004,0.00126571,0.00110207,0.00100147,0.00083443,0.0013025,0.16374362,0.01340062,0.36940086,0.03023142,0.26268201,0.02149765,0.16762478,0.24313679,0.34986588,0.00392615,0.00051453,0.00115201,0.0007004,0.00126571,0.00110207,0.00100147,0.00083443,0.0013025,2006,2006,151,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,517412.4,834292.38,690440.71,88150.984,1979651.5,109138.31,6,6
2007,JPN,JPN,0,0,0,4.27E+08,1.81E+08,3.90E+08,4.27E+08,1.81E+08,3.90E+08,0,0,0,9.99E+08,9.99E+08,0.01341215,0.01341215,59652374,4785889.1,1.0052468,0.98547806,59652374,4785889.1,1.0052468,0.98547806,JPNJPN,3,japan,0.00850007,japan,0.00850007,108.74215,93.719431,98.038972,108.74215,93.719431,98.038972,550799.9,26895.101,61428.646,550799.9,26895.101,61428.646,611350.88,19978.335,140729.24,611350.88,19978.335,140729.24,3630820.8,1539633.8,3318736.5,3630820.8,1539633.8,3318736.5,3019469.9,1519655.4,3178007.2,3019469.9,1519655.4,3178007.2,363.66499,1.09E+08,4310707.3,4310707.3,52756189,8489191,8489191,0,0,0,0,0,0,0.15878835,0.01273953,0.37030364,0.02970933,0.26373519,0.02115938,0.16390017,0.24146781,0.34943799,0.00395307,0.00051171,0.00113913,0.0006929,0.00127352,0.00107662,0.0010087,0.0008143,0.00127545,0.15878835,0.01273953,0.37030364,0.02970933,0.26373519,0.02115938,0.16390017,0.24146781,0.34943799,0.00395307,0.00051171,0.00113913,0.0006929,0.00127352,0.00107662,0.0010087,0.0008143,0.00127545,2007,2007,152,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,519644.9,842721.72,693099.04,86265.425,1957580.6,102281.09,6,6
2008,JPN,JPN,0,0,0,4.26E+08,1.80E+08,3.94E+08,4.26E+08,1.80E+08,3.94E+08,0,0,0,1.00E+09,1.00E+09,0.14213432,0.14213432,58449424,4595587.3,0.979834,0.96023689,58449424,4595587.3,0.979834,0.96023689,JPNJPN,3,japan,0.0096998,japan,0.0096998,116.29864,95.381762,99.521298,116.29864,95.381762,99.521298,670974.18,32939.181,78926.626,670974.18,32939.181,78926.626,679872.38,22514.234,158664.49,679872.38,22514.234,158664.49,4131743.1,1742751.7,3821301.7,4131743.1,1742751.7,3821301.7,3451870.7,1720237.5,3662637.2,3451870.7,1720237.5,3662637.2,406.34299,1.23E+08,4785564.4,4785564.4,58371736,9695796.4,9695796.4,0,0,0,0,0,0,0.15030451,0.0118177,0.36376281,0.02860086,0.26043293,0.02047654,0.14704051,0.2320972,0.35235726,0.00472586,0.00058658,0.00133485,0.00080877,0.00152728,0.00130181,0.00118698,0.00090597,0.00145188,0.15030451,0.0118177,0.36376281,0.02860086,0.26043293,0.02047654,0.14704051,0.2320972,0.35235726,0.00472586,0.00058658,0.00133485,0.00080877,0.00152728,0.00130181,0.00118698,0.00090597,0.00145188,2008,2008,153,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,596136.94,900742.87,773818.38,98182.967,2255690.4,111408.15,6,6
2009,JPN,JPN,0,0,0,3.37E+08,1.77E+08,3.64E+08,3.37E+08,1.77E+08,3.64E+08,0,0,0,8.77E+08,8.77E+08,-0.03172025,-0.03172025,53972021,4157203.2,0.92339696,0.9046076,53972021,4157203.2,0.92339696,0.9046076,JPNJPN,3,japan,0.0107004,japan,0.0107004,104.06832,92.639897,96.502395,104.06832,92.639897,96.502395,490215.3,24300.034,54553.462,490215.3,24300.034,54553.462,503166.57,16978.077,119891.22,503166.57,16978.077,119891.22,3604185,1889322.1,3894736.2,3604185,1889322.1,3894736.2,3101018.5,1872344,3774845,3101018.5,1872344,3774845,418.92484,1.14E+08,4915208.1,4915208.1,55504276,9388243.3,9388243.3,0,0,0,0,0,0,0.16525185,0.01272855,0.35093247,0.02703063,0.26517206,0.02042492,0.16080281,0.22287925,0.37144007,0.00483098,0.00072212,0.00147644,0.00083278,0.00191256,0.00152131,0.00114758,0.00100923,0.00150318,0.16525185,0.01272855,0.35093247,0.02703063,0.26517206,0.02042492,0.16080281,0.22287925,0.37144007,0.00483098,0.00072212,0.00147644,0.00083278,0.00191256,0.00152131,0.00114758,0.00100923,0.00150318,2009,2009,154,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,616129.42,783162.36,841269.18,107111.87,2419020.8,97334.696,6,6
2010,JPN,JPN,0,0,0,3.68E+08,1.77E+08,3.68E+08,3.68E+08,1.77E+08,3.68E+08,0,0,0,9.12E+08,9.12E+08,0.10900191,0.10900191,53708291,4051217.7,0.99511358,0.97450557,53708291,4051217.7,0.99511358,0.97450557,JPNJPN,3,japan,0.0114147,japan,0.0114147,91.838008,89.898033,93.483492,91.838008,89.898033,93.483492,607148.59,29701.483,68699.434,607148.59,29701.483,68699.434,659819.06,21873.848,153663.33,659819.06,21873.848,153663.33,4200914.3,2014835,4195830.5,4200914.3,2014835,4195830.5,3541095.3,1992961.1,4042167.2,3541095.3,1992961.1,4042167.2,441.05702,1.26E+08,5370277.1,5370277.1,60349019,10411580,10411580,0,0,0,0,0,0,0.12845145,0.0096891,0.33175013,0.02502392,0.24597842,0.01855416,0.19755796,0.24402153,0.39076855,0.00528207,0.0007307,0.0015167,0.00093607,0.00201223,0.00160327,0.00128506,0.00105548,0.00158215,0.12845145,0.0096891,0.33175013,0.02502392,0.24597842,0.01855416,0.19755796,0.24402153,0.39076855,0.00528207,0.0007307,0.0015167,0.00093607,0.00201223,0.00160327,0.00128506,0.00105548,0.00158215,2010,2010,155,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,698598.74,868107.93,899542.53,111044.49,2585956.9,102155.98,6,6
2011,JPN,JPN,0,0,0,3.60E+08,1.77E+08,3.67E+08,3.60E+08,1.77E+08,3.67E+08,0,0,0,9.04E+08,9.04E+08,0.08853918,0.08853918,53813334,3973555.8,1.0019558,0.98082998,53813334,3973555.8,1.0019558,0.98082998,JPNJPN,3,japan,0.0125413,japan,0.0125413,79.607691,87.156169,90.464589,79.607691,87.156169,90.464589,749448.28,36135.937,85052.929,749448.28,36135.937,85052.929,706810.33,23493.247,165182.83,706810.33,23493.247,165182.83,4513350.5,2215957.2,4604104.9,4513350.5,2215957.2,4604104.9,3806540.2,2192463.9,4438922,3806540.2,2192463.9,4438922,469.18224,1.42E+08,5866101.4,5866101.4,67396394,11333413,11333413,0,0,0,0,0,0,0.10798277,0.00797341,0.31208414,0.02304417,0.22962318,0.01695529,0.2199129,0.26566728,0.40911233,0.00587223,0.00077878,0.0016134,0.00104254,0.00222082,0.0017368,0.00144027,0.00115594,0.00170631,0.10798277,0.00797341,0.31208414,0.02304417,0.22962318,0.01695529,0.2199129,0.26566728,0.40911233,0.00587223,0.00077878,0.0016134,0.00104254,0.00222082,0.0017368,0.00144027,0.00115594,0.00170631,2011,2011,156,0.14109459,0.32814268,0.18900314,0.08851601,0.18644811,0.11307188,0.29630607,0.32656617,0.41359,0.33587757,0.0353524,0.09130939,0.0559978,0.07122874,0.09348905,0.08220797,0.05226191,0.09953654,804762.01,924982.29,1007367,124203.08,2898378,111673.78,6,6
